File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Tissue Type	Tumor Descriptor	Specimen Type	Preservation Method
b02bf602-818e-438e-8e17-7a5ea56979a5	8cd4eabb-e640-4172-ae74-c1c79784d1aa.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A1C4	TCGA-AX-A1C4-01A	Tumor	Primary	Solid Tissue	Unknown
f9a2c374-c405-46f3-a06c-45c64979f46e	1a07e67a-d516-4957-b1fe-305a7f7f7a69.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A6NU	TCGA-AJ-A6NU-01A	Tumor	Primary	Solid Tissue	Unknown
f4403f48-9b2e-426a-bb73-01b1b82dd039	9fd459e5-13e0-4a7e-a3b5-cea50ca677ad.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A0LT	TCGA-AP-A0LT-01A	Tumor	Primary	Solid Tissue	OCT
e6aef415-d647-4483-ac5e-46f138add25b	69c1ba64-b5f8-4a80-b081-1aa83b273d88.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A179	TCGA-D1-A179-01A	Tumor	Primary	Solid Tissue	Unknown
2b116c81-7db4-4f8e-83e3-082bc9cae487	f7209da3-722b-4ac3-b957-ecb7402c5121.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-JU-AAVI	TCGA-JU-AAVI-01A	Tumor	Primary	Solid Tissue	OCT
eb31841c-05d7-482f-9343-4eadd4d35e34	6f73a012-899f-46a6-963f-4c04a3c6af2b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A11E	TCGA-B5-A11E-01A	Tumor	Primary	Solid Tissue	OCT
80cadd85-b664-4033-a38f-d720a69af64f	ca667d02-0c68-4ece-8ede-a81413a629a5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-DI-A1C3	TCGA-DI-A1C3-01A	Tumor	Primary	Solid Tissue	Unknown
584dea86-9739-4ea7-b4bc-316165ca7e17	0c36b561-2b38-4c91-81fe-b19248c44422.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FI-A2D2	TCGA-FI-A2D2-01A	Tumor	Primary	Solid Tissue	OCT
80d3ae61-1fac-479b-9c79-87f77d82b17b	82b4d7fc-0753-4201-927a-4a8e8ad974bc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FL-A1YH	TCGA-FL-A1YH-11A	Normal	Not Applicable	Solid Tissue	Unknown
e9cdf1d1-974f-4303-80aa-ae9d82724603	e35fb22b-b902-4d1f-97f6-840d3f499947.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A0ZZ	TCGA-D1-A0ZZ-01A	Tumor	Primary	Solid Tissue	Unknown
6147528b-267a-4178-be85-ef94fc27cece	0c529207-dece-48c3-9968-d9244749ad82.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A23N	TCGA-AJ-A23N-01A	Tumor	Primary	Solid Tissue	Unknown
3827ece9-5c33-4dd8-8259-0ffad123547b	740e8cdf-fafd-4dd6-82a0-ec387b20a37e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-QS-A8F1	TCGA-QS-A8F1-01A	Tumor	Primary	Solid Tissue	Unknown
4d07a4f3-b8c1-4964-af38-dc727d83bb98	e99d4833-8c2c-4d2a-a8ee-441a4f041b1c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FI-A2F8	TCGA-FI-A2F8-01A	Tumor	Primary	Solid Tissue	OCT
7967dbc0-e448-410f-a081-bab066e7ea85	9934181c-8472-45de-ba46-f5ff1863af25.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A17R	TCGA-D1-A17R-01A	Tumor	Primary	Solid Tissue	Unknown
8cc6180f-0c8d-4431-880e-30f6e153bdc9	ce7375f7-b7ef-48cf-897a-59d5df6253da.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0VX	TCGA-BG-A0VX-01A	Tumor	Primary	Solid Tissue	OCT
c4d76824-15ec-4251-9651-fb410a3bae8d	18a7b399-dbb9-46ba-8fcb-9ca06a80cd36.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A2HK	TCGA-AX-A2HK-01A	Tumor	Primary	Solid Tissue	Unknown
911e3f47-e196-4d78-9906-953a15ab8b9d	74c5f3e2-ba66-4d3e-8a44-6e97ede2ef22.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A16Q	TCGA-D1-A16Q-01A	Tumor	Primary	Solid Tissue	Unknown
d1c983f3-6af5-4757-83d2-646597816af6	039a08ac-3493-45b3-80a6-82be78c018cf.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A2HG	TCGA-AX-A2HG-01A	Tumor	Primary	Solid Tissue	Unknown
6de38040-025b-46ae-b50c-52ebbcffcc6c	b5c14cec-8923-416d-a2d9-8202c9ddf561.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A3IA	TCGA-AJ-A3IA-01A	Tumor	Primary	Solid Tissue	Unknown
ce98ff2c-4d45-4f54-8687-82fab98c7d88	eae662fc-ac62-4d3e-adbe-d8f7dafaac03.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EO-A22S	TCGA-EO-A22S-01A	Tumor	Primary	Solid Tissue	Unknown
fc92fc4e-e5e0-4fc7-a5e4-544c52f8c2e9	a80ff9ec-2e05-4f19-9995-be1ded568b31.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A2QL	TCGA-AJ-A2QL-11A	Normal	Not Applicable	Solid Tissue	Unknown
dd3d83d7-0c33-42ec-a5ba-d336befb3b09	24f595db-d21f-41bf-88c9-0e084fcc97b0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A101	TCGA-D1-A101-01A	Tumor	Primary	Solid Tissue	Unknown
54bf0764-4092-404c-9ae1-44bec5bbcad1	e192da21-43a2-4a8b-b656-088bbcb4e472.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A3PP	TCGA-BG-A3PP-11A	Normal	Not Applicable	Solid Tissue	OCT
62f22850-b20f-4d41-a2fd-874a3f7d921e	54cba4ae-6077-4679-bd8b-d12451ecf78d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A3PP	TCGA-BG-A3PP-01A	Tumor	Primary	Solid Tissue	OCT
853ffff3-0940-46df-b800-991e81e01dcf	6fcf4f4a-cb4c-4908-9134-f53a61d9642c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A72D	TCGA-EY-A72D-01A	Tumor	Primary	Solid Tissue	Unknown
dd399f23-31d7-4a09-a67c-00d9bd37537d	424c3596-43fd-4d5a-ba74-2bdc7341912c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A0JR	TCGA-B5-A0JR-01A	Tumor	Primary	Solid Tissue	OCT
27eba50c-00c6-4032-a0dd-703074cd6790	47be8b73-b6ea-4e17-8e0c-c14c7ff02122.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A2H7	TCGA-AX-A2H7-01A	Tumor	Primary	Solid Tissue	Unknown
029502e5-45b3-443e-afcb-c6d82100d258	4ac05836-589b-4640-8026-41959c0d50f4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1GE	TCGA-EY-A1GE-01A	Tumor	Primary	Solid Tissue	Unknown
80532326-212d-400f-9983-8eddb1270adb	339ffa9f-b161-4793-83dc-f1a1485600f9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1GX	TCGA-EY-A1GX-01A	Tumor	Primary	Solid Tissue	Unknown
e57baab4-7363-4f92-bdc9-69f8aa3b6b68	cfb8e34b-3927-45ab-92aa-d698d9642cad.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0RA	TCGA-A5-A0RA-01A	Tumor	Primary	Solid Tissue	OCT
116d4443-5d96-49b7-9472-11228fe7aa8e	2a675a2c-53ca-4fa1-80d8-d9d59bda26d9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A3GB	TCGA-AX-A3GB-01A	Tumor	Primary	Solid Tissue	Unknown
308306fa-302f-4841-b45c-d37f718fd14a	cb3d7da5-bd29-44c6-8308-d40fbafa83d7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A3FA	TCGA-B5-A3FA-01A	Tumor	Primary	Solid Tissue	OCT
c28447fa-0597-44fb-ad65-98d18b4e9752	2674a752-7508-4135-a3c0-0190af6bc28d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A2H5	TCGA-AX-A2H5-01A	Tumor	Primary	Solid Tissue	Unknown
07b216fc-5bda-477d-b87a-480e6696c1a4	b7e225b7-54a3-4c98-9164-50596ed047ee.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0GQ	TCGA-A5-A0GQ-01A	Tumor	Primary	Solid Tissue	OCT
17617bec-4a4e-4cfd-bb60-18ce8cbfe933	c51397e3-6fa4-40ed-b822-f3af8adf80a0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1GK	TCGA-EY-A1GK-01A	Tumor	Primary	Solid Tissue	Unknown
9b47a2b1-12d7-4586-8af9-05a4b66f4c3a	640af165-9574-4e29-a6ba-2d04cbf22c5d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FI-A2CX	TCGA-FI-A2CX-01A	Tumor	Primary	Solid Tissue	OCT
58cd7547-0c28-483f-a010-1b096fd0f146	468bbe56-015a-45c9-9d2b-f47a0151c9c8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A3G3	TCGA-AX-A3G3-01A	Tumor	Primary	Solid Tissue	Unknown
0f5ba673-02e5-45fd-99c8-6d84044e0e6d	c2a6ca43-0e81-42fc-8619-3e2f1bf2469f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A1CR	TCGA-AX-A1CR-01A	Tumor	Primary	Solid Tissue	Unknown
055993f0-ce43-4bfb-98f6-9e7780f74af6	9bee04ab-cf4d-4191-85c5-d413d3e4c05d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1G7	TCGA-EY-A1G7-01A	Tumor	Primary	Solid Tissue	Unknown
65d3f520-7946-4894-a27b-dda3bebd9993	55510438-6d21-4309-928f-9f86786312cb.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A05D	TCGA-AP-A05D-01A	Tumor	Primary	Unknown	OCT
85d0e557-4b55-4259-b86a-a2bc97714e28	ccdb4cdf-6e04-4251-9882-9f85cd7495dd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-2E-A9G8	TCGA-2E-A9G8-01A	Tumor	Primary	Solid Tissue	Unknown
1c06b6f2-b896-4d21-a472-af5d49af13e5	32a463b4-1c84-483c-aac4-32abaffb79ff.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A2H8	TCGA-AX-A2H8-01A	Tumor	Primary	Solid Tissue	Unknown
82df5649-d81e-4461-b289-92c95b459ac3	5762e95b-ab5c-48bc-8708-c374210bb99a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A3K1	TCGA-AP-A3K1-01A	Tumor	Primary	Solid Tissue	OCT
1f9b024f-a5ee-43a1-8b6f-05006998f410	fdf2cc9f-9399-4e7f-9fac-309cf00d928b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A11W	TCGA-B5-A11W-01A	Tumor	Primary	Solid Tissue	OCT
432921ad-7886-41bb-8c00-903586d6ed3e	aa43bf5b-6618-4bb5-8de2-6554cc98c115.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A2K5	TCGA-A5-A2K5-01A	Tumor	Primary	Solid Tissue	OCT
3950ddd8-6154-4147-8165-5a8a0faa9214	61aa0f4b-7a2f-4261-beee-2a86e607ca98.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A3F9	TCGA-B5-A3F9-01A	Tumor	Primary	Solid Tissue	OCT
795498d5-e997-4108-bff8-3ca5a7e292e8	c0982e31-0ce2-422d-890b-538ae585b69e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A1NZ	TCGA-D1-A1NZ-01A	Tumor	Primary	Solid Tissue	Unknown
6522b7b8-3329-4fc4-8295-17918ca83c47	f0339554-e555-43cd-be40-a1fc6d5c53ce.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A1E1	TCGA-AP-A1E1-01A	Tumor	Primary	Solid Tissue	OCT
cd2cc523-9555-41f0-a58b-cf1da103cf93	16dc7ba3-504b-4fa1-8c04-78c1e9678de9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0RY	TCGA-BG-A0RY-01A	Tumor	Primary	Solid Tissue	OCT
dc9fe26c-3247-4e22-9f73-f613c8c08dc3	566d5a5c-9035-4945-89f1-f1101bff18ff.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0GU	TCGA-A5-A0GU-01A	Tumor	Primary	Solid Tissue	OCT
f25bdb2c-c79c-49c5-a479-9967e0b08e6f	a117e882-116e-4468-9371-aaf83a708a74.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A1E4	TCGA-AP-A1E4-01A	Tumor	Primary	Solid Tissue	OCT
99dccec3-e188-496b-b520-fe67318f3325	dc1637a7-e6ab-4e2d-bcf7-aafe245df5aa.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-DF-A2L0	TCGA-DF-A2L0-01A	Tumor	Primary	Solid Tissue	Unknown
5b59e5ea-3419-4a2e-97e7-9b2938290aa9	966a5b1e-7050-4fa6-9a22-0a7b9eb06dee.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A11Z	TCGA-B5-A11Z-01A	Tumor	Primary	Solid Tissue	OCT
1e0fdc07-e679-4826-a2bf-d7a59bb8ec24	3c7b6176-c578-4d2d-bfdd-d2a2fed509a2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-H5-A2HR	TCGA-H5-A2HR-01A	Tumor	Primary	Solid Tissue	Unknown
b1707c94-e9d4-4b9f-b612-3bd358459f14	bb208a71-73d0-49cf-8311-d88d612434cd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A1DH	TCGA-AP-A1DH-01A	Tumor	Primary	Solid Tissue	OCT
85c29a3f-a409-469b-aa44-e6e1cefe817e	2ccbddda-da01-447c-b399-98770105048d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A3NF	TCGA-AJ-A3NF-01A	Tumor	Primary	Solid Tissue	Unknown
78bcac75-2f81-4b41-8e01-f0e1ae99fcc2	d043230f-44b9-446f-9af3-da90894094d6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A11R	TCGA-B5-A11R-01A	Tumor	Primary	Solid Tissue	OCT
015f5809-39a1-4937-8d2c-e47f1b1ab33f	16a248f2-9b21-4cfd-b3bf-1817e692d20d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A062	TCGA-AX-A062-01A	Tumor	Primary	Unknown	Unknown
b31dc043-91ce-495d-ab98-6a1a2fbae086	c8e98775-a1b4-4e5a-9689-c7d585ec25c3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A0LD	TCGA-AP-A0LD-01A	Tumor	Primary	Solid Tissue	OCT
a2701df8-1271-4931-ad39-52e709097c66	8b2404ad-3251-4661-a680-a79227f79fe9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A11S	TCGA-B5-A11S-01A	Tumor	Primary	Solid Tissue	OCT
2c6e578e-42ed-44bd-b3a6-5331af458c8d	9da2fda3-2abd-405d-b918-9808b580f849.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A0ZQ	TCGA-D1-A0ZQ-01A	Tumor	Primary	Solid Tissue	Unknown
bc0e646c-8a1f-4ec1-b862-a4938ae028fe	c04d4ab8-8c79-4f44-9ad4-b71b0aca3194.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A1CN	TCGA-AX-A1CN-01A	Tumor	Primary	Solid Tissue	Unknown
4405d6f1-41a2-4c39-aa97-dee5e635b666	a6989c7c-dd4d-4716-88b2-0ff42543080d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FI-A3PV	TCGA-FI-A3PV-01A	Tumor	Primary	Solid Tissue	OCT
03ab2cbd-b97f-4d87-85bd-bb04895f7d10	314564ea-f23e-4097-9932-b02792584857.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0R6	TCGA-A5-A0R6-01A	Tumor	Primary	Solid Tissue	OCT
f27fbe48-71ce-4e3a-8cb8-63bafb777c0e	d705d53d-7b72-4a4c-b0fb-5c8cb551e634.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A165	TCGA-D1-A165-01A	Tumor	Primary	Solid Tissue	Unknown
cc782ff3-4d1c-4ba4-aee5-b2e8a3a8c004	b8a15bab-7f54-48ef-9a53-6c6440320e69.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1GO	TCGA-EY-A1GO-01A	Tumor	Primary	Solid Tissue	Unknown
839aa9f2-032f-4c6d-b615-bb4e5c15270f	e4486f5c-8843-467f-bd99-ff0aa8126d6e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0VP	TCGA-A5-A0VP-01A	Tumor	Primary	Solid Tissue	OCT
cdf8773f-962e-4622-8aad-d21ac9525c6a	f3c2f1c2-7ccb-4cde-840c-888c1a062858.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A3QX	TCGA-EY-A3QX-01A	Tumor	Primary	Solid Tissue	Unknown
67a89025-3e6c-41d2-8b8f-611934c8a06d	001cfe8f-6e1d-439a-ab55-629f8bfb1c25.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A0J0	TCGA-AX-A0J0-01A	Tumor	Primary	Solid Tissue	Unknown
b0da77b5-4462-4cae-8ddd-caf9c49ac5a6	05d0a2e7-0395-493c-a415-6f695b001786.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A2G7	TCGA-D1-A2G7-01A	Tumor	Primary	Solid Tissue	OCT
d5354f12-ad2e-4001-aec0-d79dd14023cf	93e4a0a2-5bd8-4e50-a90d-e2ae88669aba.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A162	TCGA-D1-A162-01A	Tumor	Primary	Solid Tissue	Unknown
d0d06c1f-507a-4aeb-8610-22f95a7d9012	79551526-ab6b-4ceb-a0bb-eb81573ddd11.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A3BD	TCGA-AJ-A3BD-01A	Tumor	Primary	Solid Tissue	Unknown
80bd080d-39cc-4281-b563-3c6713d16786	05d307d9-476b-4e15-bb31-ac207b2ba41f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A0ZV	TCGA-D1-A0ZV-01A	Tumor	Primary	Solid Tissue	Unknown
70b65122-39f3-495f-8a25-a838cf4f5022	cd43d38f-230f-4a29-b193-683d1b97fe71.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-DI-A2QU	TCGA-DI-A2QU-01A	Tumor	Primary	Solid Tissue	Unknown
44f1cc7f-3674-41e5-ab57-27cecab9923b	6ac09968-001a-4ee8-9aae-c3e7a46c728f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A1CE	TCGA-AX-A1CE-01A	Tumor	Primary	Solid Tissue	Unknown
92ad811e-80b4-40bb-8358-4262aacd357c	869c06bb-c3f3-454e-b43d-3bea53585540.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A2AE	TCGA-BG-A2AE-01A	Tumor	Primary	Solid Tissue	OCT
db12b38b-058c-4db9-8cf8-9f0c542d83ec	1d986e93-94bf-41b6-8cae-14d38d1f484e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-QF-A5YT	TCGA-QF-A5YT-01A	Tumor	Primary	Solid Tissue	Unknown
93388f5d-be9e-4c77-a70e-dd8d4049c773	f4580f79-776a-4263-96f8-8125df218087.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A0K8	TCGA-B5-A0K8-01A	Tumor	Primary	Solid Tissue	OCT
b673f262-9af9-494a-a1e9-1f18c8f96067	35f0d6a3-a27f-4359-b9d1-75c915f311fd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-AB3J	TCGA-A5-AB3J-01A	Tumor	Primary	Solid Tissue	OCT
18406316-2354-4137-9ecb-c06fde9a26ae	7321d9b7-5588-4ac1-a5ab-c4fcab93b849.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A163	TCGA-D1-A163-01A	Tumor	Primary	Solid Tissue	Unknown
bb006948-f279-45ac-aff2-5f94924e903c	77814f14-2873-46fc-b542-70d3a11dd2ee.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A3NE	TCGA-AJ-A3NE-11A	Normal	Not Applicable	Solid Tissue	Unknown
ede743e7-9204-4009-b7ed-39bf65e7d6a7	86f3d378-0e63-4a01-b485-b23246eac9b4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1H0	TCGA-EY-A1H0-01A	Tumor	Primary	Solid Tissue	Unknown
546eed47-4512-4587-bc73-8aa38c57c45b	01b3e7a0-9d1e-4072-a5c1-43c2f79764b6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A0LF	TCGA-AP-A0LF-01A	Tumor	Primary	Solid Tissue	OCT
2e52344d-43d7-419c-8973-aad2becddf79	28280645-b34f-4b0e-8551-4f747f77f299.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-E6-A1LZ	TCGA-E6-A1LZ-01A	Tumor	Primary	Unknown	Unknown
f49b11cf-fd57-4d76-8ac2-52d2d33cb298	f43c0be3-6cd7-4b0c-aa2f-5d79bbd5631c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0R7	TCGA-A5-A0R7-01A	Tumor	Primary	Solid Tissue	OCT
8d1d03a3-7623-422b-99c0-2fba5370a676	88233941-a963-4b16-b03f-9f109aa12b61.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-E6-A8L9	TCGA-E6-A8L9-01A	Tumor	Primary	Solid Tissue	OCT
9057b36b-fcdc-49b4-a35d-2a1a7bc20d32	50fc515b-a665-4dc0-b1cb-15cc018f12b4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BS-A0UL	TCGA-BS-A0UL-01A	Tumor	Primary	Solid Tissue	Unknown
f52f58a1-4238-492d-8665-b768a75c3f11	4d3f23b7-71d2-4787-9279-e817961ca6c0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0M4	TCGA-BG-A0M4-01A	Tumor	Primary	Solid Tissue	OCT
